artist,song,date_certified,label,award
ORIGINAL BROADWAY CAST OF HAMILTON,THE SCHUYLER SISTERS,"July 9, 2018",ATLANTIC RECORDS,0
SAHBABII,PULL UP WIT AH STICK (FEAT. LOSO LOADED),"July 9, 2018",CASTING BAIT MUSIC GROUP,0
ORIGINAL BROADWAY CAST OF HAMILTON,YOU'LL BE BACK,"July 9, 2018",ATLANTIC RECORDS,0
LLOYD,TRU,"July 3, 2018",YOUNG GOLDIE MUSIC / EMPIRE,1
ARIANA GRANDE,NO TEARS LEFT TO CRY,"July 3, 2018",REPUBLIC RECORDS,1
JASON ALDEAN,YOU MAKE IT EASY,"July 3, 2018",BROKEN BOW,1
G-EAZY X BEBE REXHA,"ME, MYSELF & I","July 2, 2018",RCA,5
DRAKE,WITH YOU,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,SUMMER SIXTEEN,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,DO NOT DISTURB,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,JUMPMAN,"June 29, 2018",YOUNG MONEY / CASH MONEY / REPUBLIC RECORDS,5
DRAKE,PRACTICE,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,WORST BEHAVIOR,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,TEENAGE FEVER,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,DIGITAL DASH,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,JUNGLE,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,REDEMPTION,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,BACK TO BACK,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,2
DRAKE,FOREVER,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,6
DRAKE,FURTHEST THING,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,THE LANGUAGE,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,KNOW YOURSELF,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,2
DRAKE,FANCY,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,CREW LOVE,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,RIGHT HAND,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,THE MOTTO,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,5
DRAKE,ENERGY,"June 29, 2018",YOUNG MONEY / CASH MONEY / REPUBLIC RECORDS,3
MORGAN WALLEN,THE WAY I TALK,"June 29, 2018",BIG LOUD RECORDS,0
DRAKE,CHILDS PLAY,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,9,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,SHOT FOR ME,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,GRAMMYS,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
LIL BABY,YES INDEED (FEAT. DRAKE),"June 29, 2018",QUALITY CONTROL MUSIC,1
DRAKE,MARVINS ROOM,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,3
DRAKE,ALL ME,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,2
DRAKE,6 GOD,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,SIGNS,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,FIND YOUR LOVE,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,3
DRAKE,TOO GOOD,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,3
DRAKE,FIRE & DESIRE,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,"HOLD ON, WE'RE GOING HOME","June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,6
"MATT HUNTER, LELE PONS",DICEN,"June 29, 2018",UNIVERSAL MUSIC LATINO,1
DRAKE,BEST I EVER HAD,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,4
DRAKE,MISS ME,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,10 BANDS,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,TOO MUCH,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DUA LIPA,IDGAF,"June 29, 2018",WARNER BROS RECORDS,1
DRAKE,HOTLINE BLING,"June 29, 2018",YOUNG MONEY / CASH MONEY / REPUBLIC RECORDS,7
DRAKE,FEEL NO WAYS,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,FROM TIME,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,NICE FOR WHAT,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,3
DRAKE,0 TO 100 / THE CATCH UP,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,2
DRAKE,SNEAKIN',"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,U WITH ME?,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,HYFR (HELLYA FUCKING RIGHT),"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,2
DRAKE,BLEM,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,ONE DANCE,"June 29, 2018",YOUNG MONEY / CASH MONEY / REPUBLIC RECORDS,7
DRAKE,GOD'S PLAN,"June 29, 2018",YOUNG MONEY / CASH MONEY / REPUBLIC RECORDS,8
DRAKE,STARTED FROM THE BOTTOM,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,5
DRAKE,UP ALL NIGHT,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,HYPE,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,PASSIONFRUIT,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,3
DRAKE,STILL HERE,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,DOING IT WRONG,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,POP STYLE,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,2
DRAKE,SUCCESSFUL,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
DRAKE,POUND CAKE/PARIS MORTON MUSIC 2,"June 29, 2018",CASH MONEY / YOUNG MONEY / REPUBLIC RECORDS,1
CALVIN HARRIS,FEELS,"June 28, 2018",COLUMBIA,2
RUTH B,LOST BOY,"June 28, 2018",COLUMBIA,3
HIGH VALLEY,MAKE YOU MINE,"June 28, 2018",ATLANTIC,0
CARDI B,BE CAREFUL,"June 28, 2018",ATLANTIC RECORDS,1
CARDI B,BARTIER CARDI,"June 27, 2018",ATLANTIC RECORDS,2
BLOCBOY JB,LOOK ALIVE (FEAT. DRAKE),"June 27, 2018",OVO SOUND / WARNER BROS,2
CARDI B,BODAK YELLOW,"June 27, 2018",ATLANTIC RECORDS,6
MACHINE GUN KELLY,TILL I DIE,"June 26, 2018",BAD BOY/INTERSCOPE,1
A THOUSAND HORSES,SMOKE,"June 26, 2018",REPUBLIC NASHVILLE,1
POST MALONE,BETTER NOW,"June 26, 2018",REPUBLIC RECORDS,1
LAUV,I LIKE ME BETTER,"June 26, 2018",LAUV,1
XXXTENTACION,JOCELYN FLORES,"June 26, 2018",BAD VIBES FOREVER / EMPIRE,2
PRINCE ROYCE,EL CLAVO,"June 25, 2018",SONY LATIN,2
JENNIFER LOPEZ,EL ANILLO,"June 25, 2018",SONY LATIN,2
BECKY G,MAYORES (FEAT. BAD BUNNY),"June 25, 2018",SONY LATIN,21
MERCYME,I CAN ONLY IMAGINE,"June 25, 2018",FAIR TRADE SERVICES,3
A$AP FERG,PLAIN JANE,"June 22, 2018",RCA RECORDS,2
CORNELIO VEGA Y SU DINASTIA,EL PROBLEMA (FEAT. ADRIEL FAVELA),"June 21, 2018","GERENCIA 360 MUSIC, INC",1
MUSTARD,WANT HER (FEAT. YG & QUAVO),"June 21, 2018",10 SUMMERS RECORDS / INTERSCOPE RECORDS,0
KANE BROWN,FOUND YOU,"June 21, 2018",RCA NASHVILLE,0
KANE BROWN,WHAT IFS (FEAT. LAUREN ALAINA),"June 21, 2018",RCA NASHVILLE,3
RUSS,PSYCHO (PT 2),"June 21, 2018","RUSS MY WAY, INC.",0
FORT MINOR,REMEMBER THE NAME (FEAT. STYLES OF BEYOND),"June 21, 2018",WARNER BROS.,4
KANE BROWN,HEAVEN,"June 21, 2018",RCA NASHVILLE,2
ODESZA,SAY MY NAME (FEAT. ZYRA),"June 21, 2018",COUNTER RECORDS,0
ODESZA,SUN MODELS (FEAT. MADELYN GRANT),"June 21, 2018",FOREIGN FAMILY COLLECTIVE,0
KANE BROWN,THERE GOES MY EVERYTHING,"June 21, 2018",RCA NASHVILLE,0
"LARY OVER, ANUEL AA, BRYTIAGO, ALMIGHTY & BRYANT MEYERS",TU ME ENAMORASTE REMIX,"June 20, 2018","YOUNG HOLLYWOOD MUSIC GROUP, LLC",1
TENTH AVENUE NORTH,BY YOUR SIDE,"June 20, 2018",REUNION RECORDS,1
THE VAMPS,ALL NIGHT,"June 19, 2018",ISLAND RECORDS,0
CAMILA CABELLO,CRYING IN THE CLUB,"June 15, 2018",EPIC,1
LOUIS TOMLINSON,BACK TO YOU (FEAT. BEBE REXHA & DIGITAL FARM ANIMALS),"June 15, 2018",EPIC,1
CAMILA CABELLO,NEVER BE THE SAME,"June 15, 2018",EPIC,2
KANYE WEST,I WONDER,"June 15, 2018",DEF JAM / ROC-A-FELLA RECORDS,0
MERCYME,FLAWLESS,"June 15, 2018",FAIR TRADE SERVICES,0
THE BAND PERRY,DON'T LET ME BE LONELY,"June 14, 2018",BIG MACHINE LABEL GROUP,0
THE WEEKND,CALL OUT MY NAME,"June 14, 2018",REPUBLIC RECORDS / XO RECORDS,1
POST MALONE,I FALL APART,"June 14, 2018",REPUBLIC RECORDS,3
ZAYN & TAYLOR SWIFT,I DON'T WANNA LIVE FOREVER (FIFTY SHADES DARKER),"June 14, 2018",REPUBLIC RECORDS,4
POST MALONE,NO OPTION,"June 14, 2018",REPUBLIC RECORDS,1
RICH THE KID,PLUG WALK,"June 14, 2018",INTERSCOPE RECORDS,2
POST MALONE,PSYCHO,"June 14, 2018",REPUBLIC RECORDS,3
THOMAS RHETT,GET ME SOME OF THAT,"June 14, 2018",THE VALORY MUSIC CO,2
XXXTENTACION,CHANGES,"June 14, 2018",BAD VIBES FOREVER,1
XXXTENTACION,SAD!,"June 14, 2018",BAD VIBES FOREVER,2
GLASS ANIMALS,GOOEY,"June 14, 2018",HARVEST RECORDS,1
DRAKE,BIG RINGS,"June 14, 2018",REPUBLIC RECORDS / XO RECORDS,2
BRANTLEY GILBERT,BOTTOMS UP,"June 14, 2018",THE VALORY MUSIC CO,4
NAV,SOME WAY (FEAT. THE WEEKND),"June 14, 2018",REPUBLIC RECORDS / XO RECORDS,1
THOMAS RHETT,STAR OF THE SHOW,"June 14, 2018",VALORY MUSIC GROUP,1
YANDEL,COMO ANTES,"June 13, 2018",SONY LATIN,4
YANDEL,NUNCA ME OLVIDES,"June 13, 2018",SONY LATIN,5
YANDEL,PLAKITO,"June 13, 2018",SONY LATIN,3
YANDEL,CALENTURA,"June 13, 2018",SONY LATIN,1
YANDEL,SOLO MIA,"June 13, 2018",SONY LATIN,2
YANDEL,EXPLICALE,"June 13, 2018",SONY LATIN,5
YANDEL,HABLE DE TI,"June 13, 2018",SONY LATIN,1
YANDEL,HASTA ABAJO,"June 13, 2018",SONY LATIN,1
YANDEL,MI RELIGION,"June 13, 2018",SONY LATIN,2
YANDEL,MOVIENDO CADERAS,"June 13, 2018",SONY LATIN,5
YANDEL,ENCANTADORA,"June 13, 2018",SONY LATIN,10
YANDEL,MUY PERSONAL,"June 13, 2018",SONY LATIN,1
YANDEL,DOBLE PERSONALIDAD,"June 13, 2018",SONY LATIN,0
AJR,SOBER UP,"June 13, 2018",AJR PRODUCTIONS/BMG,0
YANDEL,NO QUIERO AMORES,"June 13, 2018",SONY LATIN,1
YANDEL,DEJATE AMAR,"June 13, 2018",SONY LATIN,1
YANDEL,NO SALES DE MI MENTE,"June 13, 2018",SONY LATIN,1
PANIC! AT THE DISCO,BOHEMIAN RHAPSODY,"June 12, 2018",ATLANTIC RECORDS,0
MISSY ELLIOTT,WTF (WHERE THEY FROM),"June 12, 2018",ATLANTIC RECORDS,1
KENDRICK LAMAR,THE RECIPE (FEAT. DR DRE),"June 8, 2018",TOP DAWG ENTERTAINMENT / AFTERMATH / INTERSCOPE RECORDS,1
KENDRICK LAMAR,UNTITLED 02 | 06.23.2014,"June 8, 2018",TOP DAWG ENTERTAINMENT / AFTERMATH / INTERSCOPE RECORDS,0
PORTUGAL. THE MAN,FEEL IT STILL,"June 8, 2018",ATLANTIC RECORDS,3
KENDRICK LAMAR,POETIC JUSTICE (FEAT. DRAKE),"June 8, 2018",TOP DAWG ENTERTAINMENT / AFTERMATH / INTERSCOPE RECORDS,2
SCHOOLBOY Q,COLLARD GREENS (FEAT. KENDRICK LAMAR),"June 8, 2018",TOP DAWG ENTERTAINMENT / INTERSCOPE,2
6IX9INE,KEKE,"June 8, 2018",TENTHOUSAND PROJECTS,0
KENDRICK LAMAR,"BITCH, DON'T KILL MY VIBE","June 8, 2018",TOP DAWG ENTERTAINMENT / AFTERMATH / INTERSCOPE RECORDS,4
"SCHOOLBOY Q, KENDRICK LAMAR, 2 CHAINZ, SAUDI",X,"June 8, 2018",TOP DAWG ENTERTAINMENT / INTERSCOPE,0
KENDRICK LAMAR,BACKSEAT FREESTYLE,"June 8, 2018",TOP DAWG ENTERTAINMENT / AFTERMATH / INTERSCOPE RECORDS,1
"LIL WAYNE, WIZ KHALIFA & IMAGINE DRAGONS WITH LOGIC AND TY DOLLA $IGN (FEAT. X AMBASSADORS)",SUCKER FOR PAIN,"June 8, 2018",ATLANTIC RECORDS,3
KENDRICK LAMAR,M.A.A.D. CITY (FEAT. MC EIHT),"June 8, 2018",TOP DAWG ENTERTAINMENT / AFTERMATH / INTERSCOPE RECORDS,2
KENDRICK LAMAR,SWIMMING POOLS (DRANK),"June 8, 2018",TOP DAWG ENTERTAINMENT / AFTERMATH / INTERSCOPE RECORDS,4
KENDRICK LAMAR,KING KUNTA,"June 8, 2018",TOP DAWG ENTERTAINMENT / AFTERMATH / INTERSCOPE RECORDS,1
SCHOOLBOY Q,MAN OF THE YEAR,"June 8, 2018",TOP DAWG ENTERTAINMENT / INTERSCOPE,2
SCHOOLBOY Q,THAT PART (FEAT. KANYE WEST),"June 8, 2018",TOP DAWG ENTERTAINMENT / INTERSCOPE,2
KENDRICK LAMAR,I,"June 8, 2018",TOP DAWG ENTERTAINMENT / AFTERMATH / INTERSCOPE RECORDS,1
TWENTY ONE PILOTS,HEATHENS,"June 8, 2018",ATLANTIC RECORDS,6
KENDRICK LAMAR,MONEY TREES (FEAT. JAY ROCK),"June 8, 2018",TOP DAWG ENTERTAINMENT / AFTERMATH / INTERSCOPE RECORDS,1
KENDRICK LAMAR,THE BLACKER THE BERRY,"June 8, 2018",TOP DAWG ENTERTAINMENT / AFTERMATH / INTERSCOPE RECORDS,0
SCHOOLBOY Q,HELL OF A NIGHT,"June 8, 2018",TOP DAWG ENTERTAINMENT / INTERSCOPE,0
ZAC BROWN BAND,MY OLD MAN,"June 8, 2018",ELEKTRA / ATLANTIC RECORDS,0
ROBIN THICKE,BLURRED LINES,"June 6, 2018",STAR TRAK/INTERSCOPE,10
THE BLACK EYED PEAS,I GOTTA FEELING,"June 6, 2018",INTERSCOPE / GEFFEN / A&M,10
DUA LIPA,BLOW YOUR MIND (MWAH),"June 6, 2018",WARNER BROS RECORDS,0
TRIPPIE REDD,DARK KNIGHT DUMMO,"June 6, 2018",TENTHOUSAND PROJECTS,1
LMFAO,PARTY ROCK ANTHEM,"June 6, 2018",INTERSCOPE / GEFFEN / A&M,10
RICKY MARTIN,FIEBRE,"June 6, 2018",SONY LATIN,1
"FARRUKO, ANUEL AA",LIBERACE,"June 5, 2018",CARBON FIBER MUSIC,0
RAE SREMMURD,PERPLEXING PEGASUS,"June 5, 2018",EAR DRUMMER RECORDS / INTERSCOPE,0
"LARY OVER, EL MICHA, JACOB FOREVER",SI TE BUSCO,"June 5, 2018",CARBON FIBER MUSIC,0
RAE SREMMURD,POWERGLIDE (FEAT. JUICY J),"June 5, 2018",EAR DRUMMER RECORDS / INTERSCOPE,1
JHENE AIKO,SATIVA,"June 5, 2018",DEF JAM,1
ANUEL AA & NENGO FLOW,47,"June 5, 2018","THREESIXTY ENTERTAINMENT, LLC / SINFONICO MUSIC, LLC",0
"ANUEL AA, NENGO FLOW, & FARRUKO","47 (REMIX) (FEAT. CASPER MAGICO, DARELL, BAD BUNNY, LIL GENIUZ & SINFONICO)","June 5, 2018","THREESIXTY ENTERTAINMENT, LLC / SINFONICO MUSIC, LLC",1
"BAD BUNNY, BRYANT MEYERS, ZION, DE LA GHETTO & REVOL",CAILE,"June 5, 2018",RIMAS MUSIC & UPDATE MUSIC,2
"FARRUKO, LARY OVER, BAD BUNNY",DIABLA,"June 5, 2018",CARBON FIBER MUSIC,2
"BAD BUNNY, OZUNA, FARRUKO, ARCANGEL, & NENGO FLOW",DILES,"June 5, 2018",RIMAS MUSIC & HEAR THIS MUSIC,4
CHILDISH GAMBINO,THIS IS AMERICA,"May 31, 2018",RCA,1
YOUNGBOY NEVER BROKE AGAIN,SOLAR ECLIPSE,"May 31, 2018",APG/ATLANTIC RECORDS,0
JACOB FOREVER,QUIEREME,"May 31, 2018",SONY LATIN,2
LUKE BRYAN,"HUNTIN', FISHIN', LOVIN' EVERY DAY","May 31, 2018",CAPITOL RECORDS NASHVILLE,2
BRETT ELDREDGE,SOMETHIN' I'M GOOD AT,"May 31, 2018",ATLANTIC,0
POST MALONE,GO FLEX,"May 31, 2018",REPUBLIC RECORDS,3
"CASPER MAGICO, NIO GARCIA, & DAREL",TE BOTE,"May 31, 2018","FLOW LA MOVIE, INC",1
JACOB FOREVER,HASTA QUE SE SEQUE EL MALECON,"May 31, 2018",SONY LATIN,3
LUKE BRYAN,MOST PEOPLE ARE GOOD,"May 31, 2018",CAPITOL RECORDS NASHVILLE,0
LIAM PAYNE,STRIP THAT DOWN,"May 31, 2018",REPUBLIC RECORDS,3
LUKE BRYAN,MOVE,"May 31, 2018",CAPITOL RECORDS NASHVILLE,0
BRETT ELDREDGE,THE LONG WAY,"May 31, 2018",ATLANTIC,0
LESLIE GRACE & NORIEL,DURO Y SUAVE,"May 31, 2018",SONY LATIN,1
N.E.R.D.,LEMON,"May 31, 2018",COLUMBIA,1
YG,WHO DO YOU LOVE,"May 31, 2018",DEF JAM,2
LUKE BRYAN,LIGHT IT UP,"May 31, 2018",CAPITOL RECORDS NASHVILLE,0
LIL SKIES,NOWADAYS (FEAT. LANDON CUBE),"May 31, 2018",ALL WE GOT ENT.,0
POST MALONE,CANDY PAINT,"May 31, 2018",REPUBLIC RECORDS,1
HAILEE STEINFELD,LOVE MYSELF,"May 31, 2018",REPUBLIC RECORDS,2
POST MALONE,CONGRATULATIONS,"May 31, 2018",REPUBLIC RECORDS,8
CNCO,HEY DJ,"May 31, 2018",SONY LATIN,7
LUKE BRYAN,DRINK A BEER,"May 31, 2018",CAPITOL RECORDS NASHVILLE,2
HARRY STYLES,SIGN OF THE TIMES,"May 31, 2018",COLUMBIA,2
CNCO,MI MEDICINA,"May 31, 2018",SONY LATIN,0
FERGIE,M.I.L.F. $,"May 30, 2018",BMG,0
TOBYMAC,SPEAK LIFE,"May 30, 2018",FOREFRONT RECORDS / CAPITOL CMG / SPARROW RECORDS,0
ELEVATION WORSHIP,O COME TO THE ALTAR,"May 30, 2018",ELEVATION CHURCH,0
JAKE PAUL,IT'S EVERYDAY BRO (FEAT. TEAM 10),"May 29, 2018",TEAM 10/10:22 PM,1
DAVID BISBAL & SEBASTIAN YATRA,A PARTIR DE HOY,"May 29, 2018",UNIVERSAL MUSIC LATINO,0
SOFIA REYES,"1, 2, 3 (FEAT. JASON DERULO & DE LA GHETTO)","May 29, 2018",WARNER MUSIC LATINA,1
KENDRICK LAMAR,LUST.,"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,0
KENDRICK LAMAR,DNA.,"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,3
KENDRICK LAMAR,GOD.,"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,0
BEBE REXHA,MEANT TO BE (FEAT. FLORIDA GEORGIA LINE),"May 25, 2018",WARNER BROS RECORDS,3
KENDRICK LAMAR,FEAR.,"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,0
KENDRICK LAMAR,HUMBLE.,"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,7
KENDRICK LAMAR,BLOOD.,"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,0
KENDRICK LAMAR,FEEL.,"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,0
KENDRICK LAMAR,XXX. (FEAT. U2),"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,0
KENDRICK LAMAR,ELEMENT.,"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,1
KENDRICK LAMAR,LOVE. (FEAT. ZACARI),"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,4
KENDRICK LAMAR,YAH.,"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,0
KENDRICK LAMAR,DUCKWORTH.,"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,0
KENDRICK LAMAR,LOYALTY. (FEAT. RIHANNA),"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,2
KENDRICK LAMAR,PRIDE.,"May 25, 2018",TDE / AFTERMATH / INTERSCOPE,0
SHAWN MENDES,IN MY BLOOD,"May 23, 2018",ISLAND RECORDS,0
CLEAN BANDIT,I MISS YOU (FEAT. JULIA MICHAELS),"May 23, 2018",ATLANTIC RECORDS,0
MACHINE GUN KELLY,AT MY BEST (FEAT. HAILEE STEINFELD),"May 23, 2018",BAD BOY/INTERSCOPE,0
LANY,ILYSB,"May 23, 2018",INTERSCOPE,0
FERGIE,A LITTLE PARTY NEVER KILLED NOBODY (ALL WE GOT),"May 23, 2018",INTERSCOPE,1
LOREN ALLRED,NEVER ENOUGH,"May 23, 2018",ATLANTIC RECORDS,0
MACHINE GUN KELLY & CAMILA CABELLO,BAD THINGS,"May 23, 2018",BAD BOY/INTERSCOPE,2
MACHINE GUN KELLY,WILD BOY (FEAT. WAKA FLOCKA FLAME),"May 23, 2018",BAD BOY/INTERSCOPE,2
CHRISTIAN NODAL,ERES,"May 22, 2018",FONOVISA,1
RESIDENTE & DILLON FRANCIS,SEXO (FEAT. ILE),"May 22, 2018",SONY LATIN,0
THE BLACK KEYS,HOWLIN' FOR YOU,"May 22, 2018",WARNER BROS RECORDS,1
TRAVIS SCOTT,GOOSEBUMPS,"May 22, 2018",EPIC,4
THE BLACK KEYS,FEVER,"May 22, 2018",WARNER BROS RECORDS,0
CHRISTIAN NODAL,ME DEJE LLEVAR,"May 22, 2018",FONOVISA,1
"NATTI NATASHA, OZUNA",CRIMINAL,"May 22, 2018",PINA RECORDS,15
THE BLACK KEYS,LITTLE BLACK SUBMARINE,"May 22, 2018",WARNER BROS RECORDS,0
THEORY OF A DEADMAN,ANGEL,"May 22, 2018",ROADRUNNER/ATLANTIC,0
NATTI NATASHA & BAD BUNNY,AMANTES DE UNA NOCHE,"May 22, 2018",PINA RECORDS,2
THE BLACK KEYS,GOLD ON THE CEILING,"May 22, 2018",NONESUCH,1
CHRISTIAN NODAL,PROBABLEMENTE,"May 22, 2018",FONOVISA,5
21 SAVAGE,BANK ACCOUNT,"May 22, 2018",SLAUGHTER GANG/EPIC,3
OFFSET & METRO BOOMIN,RIC FLAIR DRIP,"May 22, 2018",SLAUGHTER GANG / EPIC / QUALITY CONTROL MUSIC / MOTOWN RECORDS / CAPITOL RECORDS / BOOMINATI WORLDWIDE / REPUBLIC RECORDS,2
CHRISTIAN NODAL,TE FALLE,"May 22, 2018",FONOVISA,2
THE BLACK KEYS,TIGHTEN UP,"May 22, 2018",WARNER BROS RECORDS,1
CHRISTIAN NODAL,ADIOS AMOR,"May 22, 2018",FONOVISA,21
CHRISTIAN NODAL,YO NO SE MANANA,"May 22, 2018",FONOVISA,0
YBN NAHMIR,RUBBIN OFF THE PAINT,"May 22, 2018",HUMAN RE SOURCES / M.M.M.,0
NACHO,HAPPY HAPPY,"May 21, 2018",UNIVERSAL MUSIC LATINO,0
KAROL G,PINEAPPLE,"May 21, 2018",UNIVERSAL MUSIC LATINO,0
NACHO,ROMANCE,"May 21, 2018",UNIVERSAL MUSIC LATINO,0
SCOTTY MCCREERY,FIVE MORE MINUTES,"May 21, 2018",TRIPLE TIGERS RECORDS,1
CHACAL,CALENTANDO LA HABANA,"May 17, 2018",CARIBE MUSIC GROUP,0
CAST OF DESCENDANTS 2,"IT'S GOIN' DOWN (FROM ""DESCENDANTS 2"")","May 17, 2018",WALT DISNEY RECORDS,0
"MAIA WILSON, CAST OF FROZEN","FIXER UPPER (FROM ""FROZEN"")","May 17, 2018",WALT DISNEY RECORDS,0
KUANA TORRES KAHELE,LAVA,"May 17, 2018",WALT DISNEY RECORDS,0
MIKE POSNER,I TOOK A PILL IN IBIZA,"May 17, 2018",ISLAND RECORDS,4
BABY RASTA Y GRINGO,ME NIEGAS,"May 17, 2018",WOLFLOW MUSIC,2
HIGHLY SUSPECT,LYDIA,"May 17, 2018",300 ENTERTAINMENT,0
HIGHLY SUSPECT,MY NAME IS HUMAN,"May 17, 2018",300 ENTERTAINMENT,0
MARSHMELLO,SILENCE (FEAT. KHALID),"May 15, 2018",JOYTIME COLLECTIVE / RCA RECORDS,2
SHAKIRA,DARE (LA LA LA),"May 15, 2018",RCA,1
JACOB SARTORIUS,SWEATSHIRT,"May 14, 2018",T3 MUSIC GROUP,0
TEE GRIZZLEY,FROM THE D TO THE A,"May 14, 2018",300 ENTERTAINMENT,1
"THE WEEKND, KENDRICK LAMAR",PRAY FOR ME,"May 14, 2018",TOP DAWG ENTERTAINMENT / AFTERMATH / INTERSCOPE / THE WEEKND XO / REPUBLIC RECORDS,1
"KENDRICK LAMAR, SZA",ALL THE STARS,"May 14, 2018",TOP DAWG ENTERTAINMENT / AFTERMATH / INTERSCOPE RECORDS,2
CHARLIE PUTH,ATTENTION,"May 11, 2018",ATLANTIC RECORDS,3
SMALLPOOLS,DREAMING,"May 10, 2018",RCA,0
NEBU KINIZA,GASSED UP,"May 9, 2018",RCA,1
